A+,B+,C+,AB+,AC+,BC+,ABC+,A-,B-,C-,AB-,AC-,BC-,ABC-
0,1,0,0,4,0,96,66,164,44,22,79,8,112
0,1,0,0,4,0,96,66,165,44,22,79,8,112
0,1,0,0,4,0,96,66,165,44,22,80,8,112
0,1,0,0,4,0,96,66,165,45,22,80,8,112
0,1,0,0,4,0,96,66,165,46,22,80,8,112
0,1,1,0,4,0,96,66,165,46,22,80,8,112
0,1,1,0,4,0,96,67,165,46,22,80,8,112
0,1,1,0,4,0,96,67,165,47,22,80,8,112
0,1,1,0,4,0,96,67,166,47,22,80,8,112
0,1,1,0,4,0,96,66,167,47,22,81,8,112
0,1,1,0,4,0,96,67,167,47,22,81,8,112
0,1,1,0,4,0,96,66,167,46,22,83,8,113
0,1,1,0,4,0,96,64,167,47,22,84,8,114
0,1,1,0,3,0,97,65,167,46,22,85,8,114
0,1,1,0,3,0,97,66,166,46,22,85,9,114
0,1,1,0,3,0,97,67,166,46,22,84,9,115
0,1,1,0,3,0,97,68,166,46,22,84,9,115
0,1,1,0,3,0,97,69,165,45,22,82,9,119
0,1,1,0,3,0,97,69,163,45,22,83,10,120
0,1,1,0,3,0,97,70,163,45,22,83,10,120
0,1,1,0,3,0,97,71,163,45,22,83,10,120
0,1,1,0,3,0,97,71,164,45,21,82,10,122
0,1,1,0,3,0,97,71,164,46,21,82,10,122
0,1,1,0,3,0,97,71,165,46,21,82,10,122
0,1,1,0,3,0,97,71,166,46,21,82,10,122
0,1,1,0,3,0,97,71,166,47,21,82,10,122
0,1,1,0,3,0,97,70,167,47,22,82,10,122
0,1,1,0,3,0,97,70,167,48,22,82,10,122
0,1,1,0,3,0,97,69,168,48,22,83,9,123
0,1,1,0,3,0,97,70,168,48,22,83,9,123
0,1,1,0,3,0,97,71,168,48,21,83,9,124
0,1,1,0,3,0,97,72,168,48,21,83,9,124
0,1,1,0,3,0,97,70,169,48,21,85,9,124
0,1,1,0,3,0,97,70,170,47,21,86,9,124
0,1,1,0,3,0,97,70,171,46,21,87,9,124
0,1,1,0,3,0,97,70,172,46,21,87,9,124
0,1,1,0,3,0,97,70,173,46,21,87,9,124
0,1,1,0,3,0,97,70,174,45,21,88,9,124
0,1,1,0,3,0,97,71,173,45,21,88,9,125
0,1,1,0,3,0,97,72,173,45,20,88,9,126
0,1,1,0,3,0,97,73,172,45,21,88,9,126
0,1,1,0,3,0,97,73,173,45,21,88,9,126
0,1,1,0,3,0,97,73,174,45,21,88,9,126
0,1,1,0,3,0,97,74,174,45,21,88,9,126
0,1,1,0,3,0,97,74,174,46,21,88,9,126
0,1,1,0,3,0,97,74,174,46,21,89,9,126
0,1,1,0,3,0,97,74,174,47,21,89,9,126
0,1,1,0,3,0,97,74,175,47,21,89,9,126
0,1,1,0,3,0,97,75,175,47,21,89,9,126
0,1,1,0,3,0,97,76,175,47,21,89,8,127
0,1,1,0,3,0,97,76,175,46,22,90,8,127
0,1,1,0,3,0,97,76,176,45,22,91,8,127
0,1,1,0,3,0,97,76,176,46,22,91,8,127
0,1,1,0,3,0,97,76,176,46,22,91,8,128
0,1,1,0,3,0,97,76,176,46,23,90,8,129
0,1,1,0,3,0,97,76,176,46,23,90,9,129
0,1,1,0,3,0,97,76,176,47,23,90,9,129
0,1,1,0,3,0,97,77,176,47,23,90,9,129
0,1,1,0,3,0,97,77,176,47,23,90,10,129
0,1,1,0,3,0,97,77,176,48,23,90,10,129
0,1,1,0,3,0,97,78,176,48,23,90,10,129
0,1,1,0,3,0,97,78,177,48,23,90,10,129
0,1,1,0,3,0,97,76,177,49,23,89,10,132
0,1,1,0,3,0,97,76,178,49,23,89,10,132
0,1,1,0,3,0,97,76,178,49,23,90,10,132
0,0,1,1,3,0,97,76,178,50,23,89,10,133
0,0,1,1,3,0,97,76,179,50,23,89,10,133
0,0,1,1,3,0,97,76,180,50,23,89,10,133
0,0,1,1,3,0,97,77,180,50,23,89,10,133
0,0,1,1,3,0,97,77,180,51,23,89,10,133
0,0,1,1,3,0,97,76,181,51,23,90,10,133
0,0,1,1,3,0,97,77,181,51,23,89,9,135
0,0,1,1,3,0,97,78,181,51,23,89,9,135
0,0,1,1,3,0,97,78,182,51,23,89,9,135
0,0,1,1,3,0,97,79,182,51,23,89,9,135
0,0,1,1,3,0,97,78,183,51,23,90,9,135
0,0,1,1,3,0,97,78,183,52,23,90,9,135
0,0,1,1,3,0,97,78,183,53,23,90,9,135
0,0,1,1,3,0,97,78,183,54,23,90,9,135
0,0,1,1,3,0,97,79,183,53,22,91,9,136
0,0,1,1,3,0,97,79,183,54,22,91,9,136
0,0,1,1,3,0,97,79,184,54,22,91,9,136
0,0,1,1,3,0,97,78,185,54,22,92,9,136
0,0,1,1,3,0,97,78,186,54,22,92,9,136
0,0,1,1,3,0,97,78,186,55,21,92,9,137
0,0,1,1,3,0,97,78,186,54,21,93,8,139
0,0,1,1,3,0,97,79,186,54,21,93,8,139
0,0,1,1,3,0,97,80,186,54,20,93,8,140
0,0,1,1,3,0,97,80,187,54,20,93,8,140
0,0,1,1,3,0,97,80,187,54,21,93,8,140
0,0,1,1,3,0,97,81,187,54,21,93,8,140
0,0,1,1,3,0,97,81,187,54,21,94,8,140
0,0,1,1,3,0,97,81,187,55,20,94,8,141
0,0,1,1,3,0,97,81,188,55,20,94,8,141
0,0,1,1,3,0,97,82,188,55,19,94,8,142
0,0,1,1,3,0,97,82,188,55,20,94,8,142
0,0,1,1,3,0,97,82,188,56,20,94,8,142
0,0,1,1,3,0,97,81,188,57,19,94,8,144
0,0,1,1,3,0,97,81,188,56,19,93,10,145
0,0,1,1,3,0,97,82,188,56,19,93,10,145
0,0,1,1,3,0,97,82,189,55,19,94,10,145
0,0,1,1,3,0,97,82,188,56,20,94,10,145
0,0,1,1,3,0,97,82,189,56,20,94,10,145
0,0,1,0,3,0,98,82,190,54,20,95,10,146
0,0,1,0,3,0,98,83,190,54,20,95,10,146
0,0,1,0,3,0,98,84,189,54,21,95,10,146
0,0,1,0,3,0,98,84,190,54,21,95,10,146
0,0,1,0,3,0,98,85,190,54,21,95,10,146
0,0,1,0,3,0,98,83,190,55,21,97,10,146
0,0,1,0,3,0,98,84,190,55,21,97,10,146
0,0,1,0,3,0,98,84,191,55,21,97,10,146
0,0,1,0,3,0,98,85,190,55,22,97,10,146
